WORKYEAR,NEST,HATCHING_DATE,RING,TIME,ST_DATE,RANK,REDUCTION,SMI
1995,95-602,16/05/1995,f158,29,158,1,1,1516.584502
1995,95-606,20/05/1995,f172,17,159,1,1,1363.770583
1995,95-543,17/05/1995,f174,47,156,1,1,1128.637724
1995,95-561,16/05/1995,f156,23,155,1,1,1424.992539
1998,98-434,,h544,25,69,1,1,1633.900913
1998,98-326,,h597,17,75,1,1,1623.410915
1998,98-360,,h570,15,69,1,1,1215.09306
1998,98-265,,h589,13,74,1,1,1515.70908
1998,98-280,,h538,19,68,1,1,1251.947179
1998,98-029,03/03/1998,h619,14,79,1,1,1382.019614
1998,98-105,06/03/1998,h623,14,82,1,1,1537.332727
1998,98-543,,h563,15,70,1,1,1453.927053
1998,98-331,,h599,32,76,1,1,1446.488761
1998,98-325,,h519,21,69,1,1,1756.908963
1998,98-253,09/03/1998,h682,23,85,1,1,1463.198194
1998,98-036,,h572,11,75,1,1,1755.031566
1998,98-415,,h545,26,69,1,1,1550.250811
1998,98-476,07/03/1998,h665,11,83,1,1,1431.696344
1998,98-477,,h606,22,74,1,1,1344.058614
1998,98-539,,h670,22,78,1,1,1398.278668
1998,98-541,07/03/1998,h671,26,83,1,1,1398.278668
1998,98-249,24/03/1998,h726,17,100,1,1,1342.482329
1998,98-309,,h537,22,70,1,1,1652.717408
1998,98-203,,h523,15,68,1,1,1613.477152
1998,98-303,03/03/1998,h604,14,79,1,1,1460.210876
1998,98-345,,h551,11,71,1,1,1756.754428
1998,98-154,03/03/1998,h629,11,79,1,1,1475.821999
1998,98-165,,h516,23,67,1,1,1402.055834
1998,98-092,,h510,22,68,1,1,1577.555614
1998,98-097,,h577,8,74,1,1,1432.89603
1998,98-098,,h509,32,67,1,1,1641.081343
1998,98-100,,h477,16,63,1,1,1513.622567
1998,98-167,,h517,20,69,1,1,1594.809641
1998,98-368,05/03/1998,h673,20,81,1,1,1560.869211
1998,98-169,,h442,30,52,1,1,1746.615913
1998,98-123,,h497,24,63,1,1,1736.187681
1998,98-120,,h447,32,57,1,1,1737.17137
1998,98-115,,h583,13,73,1,1,1560.869211
1998,98-403,10/03/1998,h685,14,86,1,1,1576.178652
1998,98-197,,h522,19,69,1,1,1134.787456
1999,99-1084,,i829,24,70,1,1,1850.515484
1999,99-056,04/04/1999,j060,48,111,1,1,1653.600865
1999,99-1093,12/03/1999,i929,10,88,1,1,1575.74791
1999,99-626,,i249,27,67,1,1,1537.207949
1999,99-748,,i303,69,58,1,1,1509.631052
1999,99-1025,,i460,35,54,1,1,1616.214073
1999,99-276,,h853,70,49,1,1,1851.032022
1999,99-384,,i380,45,60,1,1,1520.024949
1999,99-298,,i032,26,60,1,1,1695.090979
1999,99-660,,i432,65,51,1,1,1719.950222
1999,99-1114,,i198,30,64,1,1,1512.214771
1999,99-647,,i388,57,61,1,1,1673.854283
1999,99-312,21/02/1999,i931,11,69,1,1,1163.292502
1999,99-946,,i767,37,75,1,1,1429.328912
1999,99-920,,i448,14,54,1,1,1724.998183
1999,99-357,,i132,31,64,1,1,1816.34708
1999,99-1116,,i112,28,64,1,1,1387.886613
1999,99-501,,i311,20,57,1,1,1348.130609
1999,99-588,,h921,25,49,1,1,1766.204864
1999,99-485,,i346,63,60,1,1,1511.499687
1999,99-816,,i549,32,54,1,1,1621.336698
1999,99-1189,06/04/1999,j048,44,113,1,1,1461.091776
1999,99-235,,i348,12,61,1,1,1480.722703
1999,99-736,05/04/1999,j051,36,112,1,1,1531.782106
1999,99-340,,i573,42,56,1,1,1586.14677
1999,99-1107,08/04/1999,j055,9,115,1,1,1477.905773
1999,99-283,,i035,20,57,1,1,1554.220737
1999,99-1015,,i643,49,57,1,1,1707.02324
1999,99-832,06/03/1999,i880,13,82,1,1,1652.285114
1999,99-217,,i177,11,64,1,1,1725.939065
1999,99-960,,i787,52,76,1,1,1463.168481
1999,99-710,05/04/1999,j053,57,112,1,1,1482.72986
1999,99-405,23/02/1999,i720,17,71,1,1,1681.602003
2000,00-630,,j232,27,49,1,1,1225.425685
2000,00-205,,j252,36,51,1,1,1176.668891
2000,00-448,,j580,16,66,1,1,1267.086453
2000,00-575,,j369,23,56,1,1,1274.049361
2000,00-058,,j177,42,42,1,1,1508.910789
2000,00-889,,j569,19,64,1,1,1344.627939
2000,00-510,,j633,16,64,1,1,1310.586135
2000,00-521,,j360,20,61,1,1,1270.514588
2000,00-022,,j431,14,57,1,1,1471.746675
2000,00-055,,j270,19,52,1,1,1236.56741
2000,00-631,,j224,25,50,1,1,1390.792718
2000,00-065,,j260,18,51,1,1,1362.171072
2000,00-636,,j292,16,50,1,1,1344.882524
2000,00-645,,j293,55,52,1,1,1323.583512
2000,00-757,,j417,17,60,1,1,1226.574204
2000,00-212,,j173,24,41,1,1,1356.600592
2000,00-223,,j749,37,66,1,1,1367.992838
2000,00-244,21/02/2000,j745,10,69,1,1,1163.292502
2000,00-532,,j361,29,59,1,1,1261.401212
2000,00-671,,j364,19,61,1,1,1128.173169
2000,00-781,,j698,20,65,1,1,1336.483934
2000,00-520,,j640,23,63,1,1,1389.737096
2000,00-665,27/02/2000,j813,18,75,1,1,1207.704842
2000,00-116,20/02/2000,j754,20,68,1,1,1196.612431
2000,00-438,,j583,9,66,1,1,1366.979693
2000,00-468,,j567,15,66,1,1,1359.830779
2000,00-777,,j725,16,65,1,1,1256.443053
2000,00-648,24/02/2000,j798,37,72,1,1,1225.888956
2000,00-259,,j440,19,64,1,1,1232.166901
2000,00-418,,j585,18,62,1,1,1184.578162
2000,00-681,,j401,20,60,1,1,1052.42719
2000,00-825,,j332,17,56,1,1,1312.858681
2000,00-718,,j311,29,53,1,1,1431.427551
2000,00-215,,j254,25,54,1,1,1323.583512
2000,00-680,,j397,21,58,1,1,1383.881202
2000,00-700,14/03/2000,j863,27,91,1,1,1362.287856
2000,00-019,,j426,18,62,1,1,1114.589622
2000,00-856,,j202,32,46,1,1,1479.818817
2001,01-007,,j942,43,31,1,1,1627.356777
2001,01-835,04/05/2001,k210,41,136,1,1,1323.452696
2001,01-364,27/03/2001,k053,26,103,1,1,1457.823727
2001,01-153,,j936,34,38,1,1,1729.484072
2001,01-167,,j097,48,10,1,1,1630.794425
2001,01-152,,j077,31,22,1,1,1395.814067
2001,01-269,,j090,41,30,1,1,1614.530738
2001,01-176,,j950,42,34,1,1,1779.148317
2001,01-045,17/02/2001,J958,35,65,1,1,1655.72438
2001,01-542,,j939,27,42,1,1,1516.73433
2001,01-532,,j078,46,21,1,1,1811.993806
2001,01-456,,j087,43,30,1,1,1498.848207
2001,01-515,15/02/2001,j133,11,63,1,1,1692.956586
2001,01-059,,j089,34,24,1,1,1561.550367
2001,01-051,,j947,21,33,1,1,1844.33768
2001,01-694,14/04/2001,k118,20,120,1,1,1495.661788
2001,01-887,02/05/2001,k163,36,141,1,1,1199.239196
2001,01-548,,j081,37,24,1,1,1838.284244
2001,01-719,18/04/2001,k144,13,125,1,1,1246.467812
2004,04-100,15/03/2004,m232,10,92,1,1,1562.135645
2004,04-957,26/03/2004,m711,27,103,1,1,1630.493722
2004,04-117,09/03/2004,l925,62,86,1,1,1694.229488
2004,04-999,17/03/2004,m421,38,94,1,1,1412.569466
2004,04-1056,27/04/2004,m921,9,135,1,1,959.3420653
2004,04-1109,,m069,37,90,1,1,1503.442263
2004,04-902,04/04/2004,m780,22,112,1,1,1490.036716
2004,04-1085,26/03/2004,m723,25,103,1,1,1452.244553
2004,04-916,,l482,17,81,1,1,1345.787475
2004,04-1039,01/05/2004,m926,15,133,1,1,1054.052657
2004,04-300,12/03/2004,m036,65,89,1,1,1672.838662
2004,04-213,12/03/2004,m157,59,89,1,1,1675.791226
2004,04-740,17/03/2004,m410,10,94,1,1,1435.934918
2004,04-780,28/03/2004,m697,41,105,1,1,1176.668891
2004,04-884,28/03/2004,m804,20,105,1,1,1617.493847
2004,04-400,13/03/2004,m118,10,90,1,1,1503.442263
2004,04-377,10/03/2004,l946,8,87,1,1,1909.621692
2004,04-648,11/03/2004,m122,58,88,1,1,1581.145671
2004,04-231,,l500,23,83,1,1,1612.260843
2004,04-157,12/03/2004,m158,21,89,1,1,1503.962521
2005,05-281,13/05/2005,n262,34,151,1,1,1563.053868
2005,05-316,07/05/2005,n251,67,144,1,1,1506.19489
2005,05-300,09/05/2005,n255,46,146,1,1,1841.00167
2005,05-318,16/05/2005,n283,51,152,1,1,1270.305222
2005,05-266,12/05/2005,n257,15,148,1,1,1438.818623
2005,05-276,14/05/2005,n310,66,151,1,1,1560.738423
2006,06-579,,o792,20,74,1,1,1768.339305
2006,06-1203,,o655,23,109,1,1,1569.035514
2006,06-596,,o711,53,118,1,1,1359.137755
2006,06-395,,o057,44,58,1,1,1675.791226
2006,06-954,,n538,51,49,1,1,1826.861427
2006,06-972,,o100,18,57,1,1,1768.339305
2006,06-415,,o636,25,106,1,1,1570.595333
2006,06-430,05/03/2006,o858,50,81,1,1,1801.372372
2006,06-1008,,n638,56,53,1,1,1963.96748
2007,07-359,03/03/2007,p335,14,79,1,1,1706.781262
2007,07-173,02/04/2007,p849,12,109,1,1,1666.773614
2007,07-011,04/04/2007,p860,29,111,1,1,1540.208626
2007,07-585,29/03/2007,p796,29,105,1,1,1675.874864
2007,07-247,21/03/2007,p708,13,97,1,1,1937.534747
2007,07-729,17/03/2007,p611,11,93,1,1,1728.549509
2007,07-490,10/03/2007,p520,29,86,1,1,1711.767215
2007,07-105,06/03/2007,p406,26,83,1,1,1700.045176
2007,07-169,17/04/2002,p916,48,126,1,1,1663.843151
2007,07-209,23/04/2007,p938,42,132,1,1,1346.188985
2007,07-252,02/04/2007,p852,10,109,1,1,1694.019451
2007,07-713,20/03/2007,p669,32,96,1,1,1590.232715
2007,07-155,24/03/2007,p745,26,100,1,1,1775.983811
2007,07-516,04/03/2007,p363,26,80,1,1,1632.493712
2008,08-529,,r366,8,59,1,1,1574.637567
2008,08-081,,r782,31,49,1,1,1631.796935
2008,08-169,,r580,60,48,1,1,1736.280908
2008,08-063,,s032,11,56,1,1,1041.611832
2008,08-215,,r830,62,52,1,1,1581.578517
2008,08-989,,r850,11,52,1,1,1630.962796
2008,08-965,,r223,19,41,1,1,1544.610156
2008,08-1069,,r949,10,53,1,1,1529.027622
2008,08-994,,r796,26,50,1,1,1455.185358
2008,08-064,,r846,30,51,1,1,1777.748687
2009,09-779,,s900,20,58,1,1,1630.962796
2009,09-762,23/03/2009,t501,57,99,1,1,1546.016817
2009,09-754,02/03/2009,t272,32,78,1,1,1370.268454
2009,09-832,11/03/2009,t393,14,87,1,1,1757.545319
2009,09-503,,t637,33,127,1,1,1258.489241
2009,09-142,03/03/2009,t259,29,79,1,1,1607.026604
2009,09-946,,t005,17,65,1,1,1879.727238
2009,09-327,10/03/2009,t401,26,86,1,1,1502.741319
2009,09-457,,s844,25,55,1,1,1990.472855
2009,09-623,03/05/2009,t687,63,140,1,1,1461.091776
2009,09-151,,t028,28,67,1,1,1647.477622
2009,09-067,,s746,31,48,1,1,1751.987312
2009,09-930,02/03/2009,t286,66,78,1,1,1766.204864
2009,09-114,,s887,12,59,1,1,1846.790331
2009,09-088,,t020,31,68,1,1,1694.558355
2009,09-707,01/04/2009,t565,10,108,1,1,1670.752958
2009,09-084,,s778,53,50,1,1,1943.89366
2009,09-092,,s915,22,60,1,1,1616.13517
2009,09-487,13/04/2009,t627,8,120,1,1,1590.115871
2009,09-1010,09/05/2009,t693,36,149,1,1,1613.02909
2009,09-1007,04/05/2009,t686,43,149,1,1,1688.786599
2009,09-188,18/03/2009,t467,26,94,1,1,1596.863978
2009,09-385,21/03/2009,t493,70,97,1,1,1878.98605
2009,09-638,29/04/2009,t672,51,136,1,1,1234.975397
2009,09-896,,t198,15,73,1,1,1477.905773
2009,09-991,,t632,23,119,1,1,1323.583512
2009,09-091,,s777,34,53,1,1,1475.673719
2009,09-054,,s913,38,59,1,1,1463.198194
2010,10-339,27/04/2010,t833,65,138,1,1,1339.958215
2010,10-123,10/03/2010,t748,11,86,1,1,1563.006013
2010,10-264,28/04/2010,t836,50,136,1,1,1334.926818
2010,10-200,,t711,23,72,1,1,1655.335328
2010,10-362,03/05/2010,t839,53,141,1,1,1605.658686
2010,10-067,,t713,62,72,1,1,1471.723379
2010,10-029,21/03/2010,t808,63,97,1,1,1625.398553
2010,10-112,,t731,15,78,1,1,1598.19766
2010,10-445,13/05/2010,t869,20,151,1,1,1136.78181
2010,10-276,27/04/2010,t832,26,132,1,1,796.6936596
2010,10-046,,t695,41,69,1,1,1314.989783
2011,11-0163,,u518,61,35,1,1,1333.242451
2011,11-1146,,u365,60,34,1,1,1464.433146
2011,11-1315,,u808,37,41,1,1,1844.669949
2011,11-1103,,u641,20,39,1,1,1817.714766
2011,11-0736,,w502,35,44,1,1,1464.433146
2011,11-0584,,u303,48,34,1,1,1703.300093
2011,11-0828,,w371,9,52,1,1,1848.250351
2011,11-1157,,u438,69,35,1,1,1455.7802
2011,11-0131,,u325,67,34,1,1,1504.696228
2011,11-0484,,w718,29,101,1,1,1566.497871
2011,11-0048,,u817,31,42,1,1,1439.013098
2011,11-0335,,w592,29,66,1,1,2474.72834
2011,11-0740,,w074,19,46,1,1,1702.747146
2011,11-1013,,w469,50,56,1,1,1521.843523
2011,11-0128,,u850,33,45,1,1,1903.76309
2011,11-0115,,w594,39,45,1,1,1936.946077
2011,11-0134,,u955,42,43,1,1,1539.119426
2011,11-0813,12/02/2011,w446,63,60,1,1,1937.989854
2011,11-0916,,w729,59,69,1,1,1711.303754
2011,11-1351,,u792,60,43,1,1,1845.174936
2011,11-1366,,w422,34,54,1,1,1298.552411
2011,11-1180,,w013,63,48,1,1,1775.90703
2011,11-1325,,u108,58,29,1,1,1572.295213
2011,11-0693,,w179,56,54,1,1,1647.951992
2011,11-1386,19/02/2011,w682,27,67,1,1,2118.779259
2011,11-1211,,u225,48,31,1,1,1714.753265
2011,11-0792,,w397,57,53,1,1,1774.975107
2012,12-829,,x255,16,52,1,1,1688.786599
2012,12-962,,x287,26,60,1,1,1535.65262
2012,12-912,,x694,39,52,1,1,1809.745135
2012,12-897,,x121,32,38,1,1,1709.604347
2012,12-179,,x176,30,42,1,1,1566.967992
2012,12-967,,x691,21,53,1,1,1616.752101
2012,12-926,,x064,36,39,1,1,1735.847229
2012,12-702,02/05/2012,x355,27,140,1,1,1540.564415
2012,12-689,02/05/2012,x358,18,145,1,1,1764.752875
2012,12-963,,x256,14,53,1,1,1524.617506
2012,12-807,,x200,41,45,1,1,1593.387319
2012,12-815,,x158,25,42,1,1,1633.900913
2012,12-751,,x195,31,44,1,1,1778.720424
2012,12-575,07/05/2012,x387,39,145,1,1,1838.886904
2012,12-251,,x530,43,26,1,1,1757.309463
2012,12-250,,x677,28,45,1,1,1512.27607
2012,12-664,26/04/2012,x343,9,137,1,1,1801.372372
2012,12-827,,x737,30,50,1,1,1713.482096
2012,12-943,,x171,31,41,1,1,1891.440991
2012,12-947,,x696,37,52,1,1,1593.047525
2012,12-960,,x268,25,58,1,1,1786.610954
2012,12-1012,,x265,32,56,1,1,1751.987312
2012,12-866,,x262,32,57,1,1,1495.589164
2012,12-301,,x728,42,48,1,1,1684.830659
2013,13-819,10/03/2013,x418,44,86,1,1,1727.046616
2013,13-745,04/03/2013,w951,29,80,1,1,1584.591704
2013,13-560,16/03/2013,x498,23,92,1,1,1754.661042
2013,13-566,10/03/2013,x429,23,86,1,1,1320.696928
2013,13-571,04/03/2013,w937,56,80,1,1,1562.262506
2013,13-572,01/03/2013,w910,65,77,1,1,1613.477152
2013,13-824,13/03/2013,x461,41,89,1,1,1296.782157
2013,13-537,,w764,36,62,1,1,1443.512673
2013,13-806,10/03/2013,x413,44,86,1,1,1681.103156
2013,13-733,16/03/2013,x490,35,92,1,1,1098.32486
2013,13-593,03/04/2013,x798,20,113,1,1,1529.71537
2013,13-788,01/03/2013,w904,59,77,1,1,1221.761702
2013,13-727,01/03/2013,w925,17,77,1,1,1531.782106
2013,13-804,22/03/2013,x779,67,98,1,1,1675.298485
2013,13-546,13/03/2013,x466,68,89,1,1,1408.153669
2013,13-808,13/03/2013,x460,23,89,1,1,1431.427551
2013,13-044,08/03/2013,w987,59,84,1,1,1504.850298
2013,13-055,11/03/2013,x438,26,87,1,1,1561.791823
2013,13-065,08/03/2013,w990,35,84,1,1,1626.881556
2013,13-066,17/03/2013,x751,32,93,1,1,1345.192957
2013,13-067,,w786,58,66,1,1,1259.224707
2013,13-072,02/03/2013,w909,8,78,1,1,1338.910305
2013,13-073,24/02/2013,w853,70,72,1,1,1571.277385
2013,13-169,14/03/2013,x477,56,90,1,1,1389.512273
2013,13-789,07/03/2013,w982,26,83,1,1,1492.386555
2013,13-471,20/03/2013,x777,20,96,1,1,1725.470473
2013,13-638,16/03/2013,x494,32,92,1,1,1097.486164
2013,13-639,01/03/2013,w894,17,77,1,1,1488.059243
2013,13-6461,07/03/2013,w979,29,83,1,1,1746.957559
2013,13-705,10/03/2013,x425,50,86,1,1,1715.478829
2013,13-711,13/03/2013,x467,65,89,1,1,1412.131963
2013,13-755,16/03/2013,x487,38,92,1,1,1517.536362
2013,13-756,23/02/2013,w880,9,71,1,1,1681.602003
2013,13-739,16/03/2013,x489,23,92,1,1,1539.915805
2013,13-740,10/03/2013,x420,20,86,1,1,1508.649362
2013,13-610,16/03/2013,x492,44,92,1,1,1570.595333
2013,13-175,,w752,28,50,1,1,1656.44659
2013,13-581,22/03/2013,x778,14,98,1,1,1724.991905
2013,13-135,17/03/2013,x752,61,93,1,1,1192.418333
2013,13-181,14/03/2013,x480,65,90,1,1,1426.214479
2013,13-636,26/02/2013,w871,35,74,1,1,1738.632373
2013,13-124,02/03/2013,w914,70,78,1,1,1730.161827
2013,13-911,,w827,13,69,1,1,1632.941088
2013,13-126,,w758,69,56,1,1,1881.371569
2013,13-245,11/03/2013,x760,70,87,1,1,1409.239538
2013,13-218,05/03/2013,w972,47,81,1,1,1571.733029
2013,13-544,16/03/2013,x497,44,92,1,1,1209.19975
2013,13-619,23/02/2013,w834,65,71,1,1,1456.677685
2013,13-194,14/03/2013,x482,50,90,1,1,1348.547691
2013,13-867,13/03/2013,x463,17,89,1,1,1312.121884
2013,13-189,17/03/2013,x753,69,93,1,1,1100.556306
2013,13-725,07/03/2013,w994,53,83,1,1,1723.351141
2014,14-0547,07/03/2014,x844,11,83,1,1,1297.933382
2014,14-0516,10/03/2014,x875,26,86,1,1,1296.90885
2014,14-0557,13/03/2014,x892,68,89,1,1,1189.805437
2014,14-0499,07/03/2014,x851,17,83,1,1,1722.43742
2014,14-0584,10/03/2014,x880,11,86,1,1,1478.974691
2014,14-0136,02/03/2014,x860,36,78,1,1,1510.808808
2014,14-0309,07/03/2014,x856,47,83,1,1,1518.866325
2017,17-300,14/02/2017,y061,20,65,1,1,1730.161827
2017,17-1494,15/05/2017,y432,14,154,1,1,1548.11504
2017,17-332,23/02/2017,y146,52,70,1,1,1902.980653
2017,17-337,20/02/2017,y121,16,70,1,1,1693.31885
2017,17-633,22/03/2017,y367,23,97,1,1,1652.285114
2017,17-903,05/03/2017,y243,17,80,1,1,1567.874455
2017,17-1432,12/05/2017,y424,32,148,1,1,1110.30929
2017,17-064,11/02/2017,y008,14,59,1,1,1294.026844
2017,17-852,27/02/2017,y188,23,77,1,1,1381.051239
2018,18-887,27/04/2018,Y814,11,133,1,1,1541.414329
2018,18-888,27/04/2018,Y815,26,133,1,1,1612.260843
2018,18-1419,29/04/2018,Y834,50,138,1,1,1859.464388
2018,18-511,01/03/2018,Y516,14,77,1,1,1691.410358
2018,18-1391,02/05/2018,Y859,20,138,1,1,1774.694208
2018,18-1445,27/04/2018,Y816,50,136,1,1,1542.471556
2018,18-1305,26/04/2018,Y811,26,132,1,1,1822.63959
2018,18-1015,24/03/2018,Y686,70,102,1,1,1792.984985
2018,18-1174,11/04/2018,Y744,20,120,1,1,1459.19236
2018,18-903,21/03/2018,Y673,14,93,1,1,1968.499909
2018,18-1481,06/05/2018,Y893,59,145,1,1,1343.011833
2018,18-798,25/03/2018,Y688,53,100,1,1,1704.870749
2018,18-1416,02/05/2018,Y850,17,138,1,1,1206.988859
2018,18-1543,08/05/2018,Y871,59,144,1,1,1606.817729
2018,18-1367,26/04/2018,Y801,8,135,1,1,1476.374932
2018,18-1366,26/04/2018,Y800,26,135,1,1,1614.530738
2018,18-768,19/03/2018,Y665,23,97,1,1,1446.265297
2018,18-1328,23/04/2018,Y792,8,132,1,1,1726.7295
2018,18-1260,17/04/2018,Y761,56,124,1,1,1800.303523
2018,18-158,16/02/2018,y461,17,64,1,1,1752.22827
2018,18-1377,29/04/2018,Y825,38,135,1,1,1279.29379
2018,18-1375,29/04/2018,Y826,32,135,1,1,1464.433146
2018,18-760,07/03/2018,Y589,27,82,1,1,1444.83971
2018,18-1384,29/04/2018,Y858,20,138,1,1,1726.710567
2019,19-477,04/05/2019,z017,56,143,1,1,1129.16139
2019,19-1407,27/04/2019,y973,59,134,1,1,1292.513259
2019,19-405,25/04/2019,y969,17,134,1,1,1261.401212
2019,19-471,04/05/2019,z015,41,140,1,1,1257.200489
2019,19-198,30/04/2019,y996,14,136,1,1,1299.998277
2019,19-1823,06/05/2019,z030,53,145,1,1,1084.587704
2019,19-111,24/04/2019,y965,8,130,1,1,1651.668965
2019,19-176,27/04/2019,y983,14,133,1,1,1093.944205
2019,19-1959,30/04/2019,y991,9,137,1,1,1410.375873
2019,19-173,27/04/2019,y978,62,133,1,1,1034.58458
2020,20-0530,30/04/2020,Z247,35,139,1,1,1594.826552
2020,20-0280,21/04/2020,z205,65,130,1,1,1306.998913
2020,20-0627,01/05/2020,Z254,35,140,1,1,1331.36874
2020,20-0069,27/03/2020,Z120,57,104,1,1,1341.371249
2021,21-0212,,ax345,31,80,1,1,1654.45582
2021,21-0087,,ax025,20,64,1,1,1599.211246
2021,21-0240,,ax267,12,76,1,1,1508.910789
2021,21-0119,,ax311,22,78,1,1,1733.640821
2021,21-0084,,ax123,22,70,1,1,1573.191763
2021,21-0162,,z465,42,55,1,1,1664.941188
2021,21-0159,,z495,54,56,1,1,1596.226703
2021,21-0693,,ax176,63,74,1,1,1481.77988
2021,21-0070,,z990,23,67,1,1,1668.916706
2021,21-0588,,z868,38,62,1,1,1803.789905
2021,21-0787,27/03/2021,ax379,21,103,1,1,1704.870749
2021,21-0232,,ax221,15,72,1,1,1543.384888
2022,22-014,,Z528,41,45,1,1,2107.409676
2022,22-146,,Z685,20,67,1,1,1801.372372
2022,22-107,,z596,49,61,1,1,1713.376727
2022,22-011,,Z665,28,66,1,1,1781.060641
2022,22-252,20/04/2022,AX715,17,127,1,1,1894.605979
2022,22-453,08/03/2022,AX617,14,84,1,1,1797.569035
2022,22-563,19/04/2022,AX714,65,125,1,1,1788.801814
2022,22-583,09/05/2022,AX745,63,145,1,1,1664.391286
2022,22-159,,AX452,8,69,1,1,1826.861427
2023,23-644,,Bx134,14,68,1,1,1709.991047
2023,23-628,,Bx140,11,69,1,1,1633.781618
2023,23-570,,Bx061,12,58,1,1,1688.786599
2023,23-151,,Ax893,31,52,1,1,1667.951547
2023,23-339,28/04/2023,Bx271,66,138,1,1,1680.070241
2023,23-048,,Bx046,8,57,1,1,1495.765539
2023,23-040,,Bx128,17,66,1,1,1621.336698
2023,23-572,09/04/2023,Bx264,8,115,1,1,1481.992241
2023,23-631,06/04/2023,Bx254,11,113,1,1,1903.200592
2023,23-587,09/04/2023,Bx263,70,115,1,1,1731.573397
2023,23-029,16/03/2023,Bx194,30,92,1,1,1894.63635
2023,23-314,07/04/2023,Bx256,59,114,1,1,1719.950222
2023,23-259,04/04/2023,Bx250,59,111,1,1,1635.667935
2023,23-117,04/04/2023,Bx246,62,111,1,1,1021.999407
2023,23-565,,Bx013,10,55,1,1,1598.646529
1995,95-418,17/05/1995,f177,11,149,2,1,1438.94125
1998,98-134,,h581,25,68,2,1,1460.210876
1998,98-067,,H506,28,68,2,1,1589.862757
1998,98-208,03/03/1998,h642,23,79,2,1,1594.349104
1998,98-448,30/03/1998,h752,17,104,2,1,1475.673719
1999,99-1031,,i733,34,63,2,1,1379.657576
1999,99-857,,i115,50,57,2,1,1533.97994
1999,99-294,,i821,55,65,2,1,1424.992539
1999,99-793,,i364,21,60,2,1,1487.599892
1999,99-272,,i178,65,62,2,1,1578.331853
2000,00-174,,j288,35,47,2,1,1350.254502
2000,00-815,26/02/2000,j805,60,68,2,1,1209.771817
2000,00-609,,j379,16,57,2,1,1274.997038
2000,00-868,,j606,24,65,2,1,1240.200649
2000,00-435,,j595,10,65,2,1,1226.527742
2000,00-176,,j287,49,48,2,1,1332.086457
2000,00-544,22/02/2000,j781,11,69,2,1,1296.330134
2001,01-419,22/02/2001,j149,14,67,2,1,1627.356777
2001,01-237,,j101,38,39,2,1,1725.939065
2001,01-316,,j115,21,56,2,1,1527.478031
2001,01-351,16/02/2001,j118,14,61,2,1,1681.103156
2004,04-298,15/03/2004,m245,34,91,2,1,1487.011192
2004,04-917,24/03/2004,m656,47,98,2,1,1551.413461
2004,04-216,18/03/2004,m307,51,92,2,1,1459.223951
2004,04-1110,01/05/2004,m927,58,132,2,1,1967.928034
2006,06-583,,n459,63,44,2,1,1853.756993
2006,06-875,,o979,12,95,2,1,1397.176644
2006,06-519,,o605,18,100,2,1,1356.072784
2006,06-361,09/03/2006,o895,30,81,2,1,1669.352608
2007,07-820,02/05/2007,p961,69,140,2,1,1442.923009
2007,07-336,31/03/2007,p828,32,104,2,1,1768.199101
2007,07-459,13/03/2007,p534,11,86,2,1,1670.051621
2008,08-392,12/03/2008,s563,34,84,2,1,1682.847377
2008,08-976,,r434,11,53,2,1,1796.415044
2008,08-071,,r159,60,40,2,1,1553.331681
2009,09-213,01/03/2009,t251,32,70,2,1,1624.255231
2009,09-133,03/03/2009,t258,51,72,2,1,1376.390804
2009,09-789,,t224,14,75,2,1,1598.730857
2009,09-111,,t014,19,65,2,1,1766.990749
2009,09-048,26/03/2009,t517,23,100,2,1,1432.89603
2009,09-980,11/03/2009,t391,17,84,2,1,1823.627025
2011,11-0778,,w376,56,51,2,1,1625.511253
2011,11-0114,,w694,25,46,2,1,1688.786599
2011,11-0238,,t997,43,28,2,1,1627.299856
2011,11-1186,,w427,15,53,2,1,1769.18012
2011,11-1114,,w349,21,54,2,1,1598.646529
2011,11-0879,26/02/2011,w605,9,68,2,1,1974.526223
2011,11-1381,,u946,51,41,2,1,1714.149138
2011,11-0649,,u738,53,37,2,1,1667.684515
2011,11-0639,,u234,34,28,2,1,1598.19766
2012,12-497,01/05/2012,x348,51,133,2,1,1603.585163
2012,12-893,,x219,32,42,2,1,1915.189973
2013,13-622,04/03/2013,w931,14,74,2,1,1627.356777
2013,13-053,11/03/2013,x439,32,84,2,1,1618.298394
2013,13-668,,w924,23,65,2,1,1605.658686
2013,13-568,01/03/2013,w912,49,77,2,1,1692.451048
2013,13-168,20/03/2013,x775,20,93,2,1,1186.910962
2013,13-122,08/03/2013,x401,23,81,2,1,1679.071224
2013,13-179,,w765,34,61,2,1,1671.085908
2013,13-634,,w817,11,65,2,1,1480.412387
2013,13-159,,w791,8,66,2,1,1457.540276
2013,13-519,10/03/2013,x432,11,83,2,1,1519.245795
2013,13-832,07/03/2013,w970,20,80,2,1,1553.683671
2014,14-0371,16/03/2014,x900,17,86,2,1,1196.612431
2014,14-0513,19/03/2014,x903,8,89,2,1,1317.332611
2014,14-0552,07/03/2014,x847,23,80,2,1,1421.320528
2014,14-0287,10/03/2014,x874,41,83,2,1,1284.511941
2017,17-929,14/03/2017,y337,8,83,2,1,1990.648788
2017,17-1435,15/05/2017,y436,56,148,2,1,1613.259001
